Game Reference,Team,Period,Starter,Player Name,Player Reference,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Reason
196710130OAK,ANA,game,,John Fairchild,faircjo01,,12,20.0,0.6,0,,,6,10,0.6,,,17.0,,,,,3.0,30.0,,
196710130OAK,ANA,game,,Steve Chubin,chubist01,,8,18.0,0.444,0,,,5,7,0.714,,,4.0,,,,,4.0,21.0,,
196710130OAK,ANA,game,,Steve Kramer,kramest01,,7,13.0,0.538,0,,,0,1,0.0,,,4.0,,,,,5.0,14.0,,
196710130OAK,ANA,game,,Les Selvage,selvale01,,5,10.0,0.5,4,,,0,2,0.0,,,0.0,,,,,1.0,14.0,,
196710130OAK,ANA,game,,Randy Stoll,stollra01,,7,10.0,0.7,0,,,0,0,,,,4.0,,,,,1.0,14.0,,
196710130OAK,ANA,game,,Ben Warley,warlebe01,,4,12.0,0.333,3,,,1,3,0.333,,,6.0,,,,,6.0,12.0,,
196710130OAK,ANA,game,,Jeff Congdon,congdje01,,4,13.0,0.308,0,,,1,1,1.0,,,1.0,,,,,1.0,9.0,,
196710130OAK,ANA,game,,Larry Bunce,buncela01,,2,4.0,0.5,0,,,3,4,0.75,,,7.0,,,,,2.0,7.0,,
196710130OAK,ANA,game,,Bill Garner,garnebi01,,1,3.0,0.333,0,,,3,4,0.75,,,6.0,,,,,3.0,5.0,,
196710130OAK,ANA,game,,Bob Bedell,bedelbo01,,1,5.0,0.2,0,,,1,8,0.125,,,4.0,,,,,1.0,3.0,,
196710130OAK,ANA,game,,Harry Dinnel,dinneha01,,0,1.0,0.0,0,,,0,0,,,,2.0,,,,,2.0,0.0,,
196710130OAK,OAK,game,,Andy Anderson,anderan01,,13,29.0,0.448,2,,,5,7,0.714,,,2.0,,,,,1.0,33.0,,
196710130OAK,OAK,game,,Levern Tart,tartle01,,9,23.0,0.391,0,,,5,9,0.556,,,8.0,,,,,4.0,23.0,,
196710130OAK,OAK,game,,Jim Hadnot,hadnoji01,,8,18.0,0.444,0,,,4,6,0.667,,,21.0,,,,,4.0,20.0,,
196710130OAK,OAK,game,,Willie Porter,portewi01,,6,15.0,0.4,0,,,6,13,0.462,,,8.0,,,,,5.0,18.0,,
196710130OAK,OAK,game,,Mel Peterson,peterme01,,7,15.0,0.467,0,,,2,3,0.667,,,9.0,,,,,1.0,16.0,,
196710130OAK,OAK,game,,Ron Franz,franzro01,,5,12.0,0.417,1,,,1,2,0.5,,,6.0,,,,,2.0,12.0,,
196710130OAK,OAK,game,,Steve Jones,jonesst01,,3,3.0,1.0,0,,,0,0,,,,4.0,,,,,5.0,6.0,,
196710130OAK,OAK,game,,Gene Wiley,wileyge01,,2,4.0,0.5,0,,,0,0,,,,2.0,,,,,0.0,4.0,,
196710130OAK,OAK,game,,Wes Bialosuknia,bialowe01,,1,5.0,0.2,0,,,0,0,,,,0.0,,,,,0.0,2.0,,
196710130OAK,OAK,game,,Al Salvadori,salvaal01,,0,3.0,0.0,0,,,0,0,,,,1.0,,,,,0.0,0.0,,
196710140INA,KEN,game,True,Darel Carrier,carrida01,,9,20.0,0.45,3,4.0,0.75,1,1,1.0,,,5.0,,,,,2.0,22.0,,
196710140INA,KEN,game,True,Randy Mahaffey,mahafra01,,5,14.0,0.357,0,0.0,,7,11,0.636,,,13.0,,,,,4.0,17.0,,
196710140INA,KEN,game,True,Cotton Nash,nashco01,,6,16.0,0.375,0,0.0,,2,2,1.0,,,10.0,,,,,2.0,14.0,,
196710140INA,KEN,game,True,Goose Ligon,ligongo01,,4,8.0,0.5,0,0.0,,2,3,0.667,,,7.0,,,,,2.0,10.0,,
196710140INA,KEN,game,True,Kendall Rhine,rhineke01,,0,4.0,0.0,0,0.0,,0,0,,,,3.0,,,,,4.0,0.0,,
196710140INA,KEN,game,False,Stew Johnson,johnsst01,,9,24.0,0.375,3,4.0,0.75,3,4,0.75,,,13.0,,,,,2.0,24.0,,
196710140INA,KEN,game,False,Howard Bayne,bayneho01,,1,4.0,0.25,1,1.0,1.0,0,0,,,,3.0,,,,,1.0,3.0,,
196710140INA,KEN,game,False,Bobby Rascoe,rascobo01,,1,2.0,0.5,0,0.0,,1,1,1.0,,,2.0,,,,,0.0,3.0,,
196710140INA,KEN,game,False,Larry Conley,conlela01,,1,4.0,0.25,0,0.0,,0,0,,,,0.0,,,,,0.0,2.0,,
196710140INA,KEN,game,False,Bill Bradley,bradlbi02,,0,7.0,0.0,0,0.0,,0,0,,,,0.0,,,,,0.0,0.0,,
196710140INA,KEN,game,False,Smokey Gaines,gaineda01,,0,2.0,0.0,0,0.0,,0,0,,,,5.0,,,,,1.0,0.0,,
196710140INA,INA,game,True,Roger Brown,brownro01,,9,18.0,0.5,0,0.0,,6,9,0.667,,,8.0,,,,,4.0,24.0,,
196710140INA,INA,game,True,Jimmy Dawson,dawsoji01,,8,17.0,0.471,0,1.0,0.0,1,1,1.0,,,6.0,,,,,1.0,17.0,,
196710140INA,INA,game,True,Ollie Darden,dardeol01,,8,16.0,0.5,0,0.0,,0,0,,,,7.0,,,,,4.0,16.0,,
196710140INA,INA,game,True,Bob Netolicky,netolbo01,,5,9.0,0.556,0,0.0,,3,3,1.0,,,8.0,,,,,1.0,13.0,,
196710140INA,INA,game,True,Freddie Lewis,lewisfr02,,6,17.0,0.353,0,0.0,,0,0,,,,3.0,,,,,2.0,12.0,,
196710140INA,INA,game,False,Bobby Edmonds,edmonbo01,,4,9.0,0.444,0,0.0,,5,7,0.714,,,12.0,,,,,5.0,13.0,,
196710140INA,INA,game,False,Jimmy Rayl,raylji01,,3,5.0,0.6,0,2.0,0.0,0,1,0.0,,,3.0,,,,,2.0,6.0,,
196710140INA,INA,game,False,Matt Aitch,aitchma01,,2,3.0,0.667,0,0.0,,0,0,,,,1.0,,,,,0.0,4.0,,
196710140INA,INA,game,False,Ron Bonham,bonharo01,,1,3.0,0.333,0,0.0,,1,2,0.5,,,2.0,,,,,1.0,3.0,,
196710140INA,INA,game,False,Ron Kozlicki,kozliro01,,0,1.0,0.0,0,0.0,,0,0,,,,2.0,,,,,0.0,0.0,,
196710140INA,INA,game,False,Jerry Harkness,harknje01,,2,4.0,0.5,0,0.0,,1,2,0.5,,,1.0,,,,,0.0,5.0,,
196710140INA,INA,game,False,George Peeples,peeplge01,,1,3.0,0.333,0,0.0,,2,2,1.0,,,8.0,,,,,0.0,4.0,,
196710150DNR,ANA,game,,Les Selvage,selvale01,,10,,,4,,,2,3,0.667,,,,,,,,,26.0,,
196710150DNR,ANA,game,,Larry Bunce,buncela01,,8,,,0,,,6,8,0.75,,,,,,,,,22.0,,
196710150DNR,ANA,game,,John Fairchild,faircjo01,,6,,,1,,,2,3,0.667,,,,,,,,,15.0,,
196710150DNR,ANA,game,,Steve Chubin,chubist01,,3,,,0,,,7,12,0.583,,,,,,,,,13.0,,
196710150DNR,ANA,game,,Jeff Congdon,congdje01,,4,,,2,,,2,3,0.667,,,,,,,,,12.0,,
196710150DNR,ANA,game,,Ben Warley,warlebe01,,6,,,0,,,0,4,0.0,,,,,,,,,12.0,,
196710150DNR,ANA,game,,Bob Bedell,bedelbo01,,1,,,0,,,0,0,,,,,,,,,,2.0,,
196710150DNR,ANA,game,,Randy Stoll,stollra01,,1,,,0,,,0,0,,,,,,,,,,2.0,,
196710150DNR,ANA,game,,Bill Garner,garnebi01,,0,,,0,,,1,1,1.0,,,,,,,,,1.0,,
196710150DNR,ANA,game,,Harry Dinnel,dinneha01,,0,,,0,,,0,0,,,,,,,,,,0.0,,
196710150DNR,ANA,game,,Steve Kramer,kramest01,,0,,,0,,,0,0,,,,,,,,,,0.0,,
196710150DNR,ANA,game,,Paul Scranton,scranpa01,,0,,,0,,,0,0,,,,,,,,,,0.0,,
196710150DNR,DNR,game,,Willis Thomas,thomawi01,,19,,,0,,,1,1,1.0,,,,,,,,,39.0,,
196710150DNR,DNR,game,,Willie Murrell,murrewi01,,9,,,0,,,4,9,0.444,,,,,,,,,22.0,,
196710150DNR,DNR,game,,Grant Simmons,simmogr01,,6,,,0,,,5,8,0.625,,,,,,,,,17.0,,
196710150DNR,DNR,game,,Byron Beck,beckby01,,7,,,0,,,1,2,0.5,,,,,,,,,15.0,,
196710150DNR,DNR,game,,Chuck Gardner,gardnch01,,3,,,0,,,1,2,0.5,,,,,,,,,7.0,,
196710150DNR,DNR,game,,Julian Hammond,hammoju01,,2,,,0,,,0,1,0.0,,,,,,,,,4.0,,
196710150DNR,DNR,game,,Tom Hoover,hooveto01,,2,,,0,,,0,2,0.0,,,,,,,,,4.0,,
196710150DNR,DNR,game,,Ron Horn,hornro01,,0,,,0,,,2,2,1.0,,,,,,,,,2.0,,
196710150DNR,DNR,game,,Wayne Hightower,hightwa01,,0,,,0,,,0,0,,,,,,,,,,0.0,,
196710160DLC,ANA,game,,Steve Chubin,chubist01,,8,,,1,,,7,7,1.0,,,,,,,,,24.0,,
196710160DLC,ANA,game,,Larry Bunce,buncela01,,8,,,0,,,4,8,0.5,,,,,,,,,20.0,,
196710160DLC,ANA,game,,John Fairchild,faircjo01,,8,,,0,,,3,3,1.0,,,,,,,,,19.0,,
196710160DLC,ANA,game,,Randy Stoll,stollra01,,8,,,0,,,2,2,1.0,,,,,,,,,18.0,,
196710160DLC,ANA,game,,Jeff Congdon,congdje01,,6,,,1,,,1,1,1.0,,,,,,,,,14.0,,
196710160DLC,ANA,game,,Les Selvage,selvale01,,3,,,2,,,1,3,0.333,,,,,,,,,9.0,,
196710160DLC,ANA,game,,Ben Warley,warlebe01,,3,,,1,,,2,2,1.0,,,,,,,,,9.0,,
196710160DLC,ANA,game,,Bob Bedell,bedelbo01,,2,,,0,,,2,2,1.0,,,,,,,,,6.0,,
196710160DLC,ANA,game,,Bill Garner,garnebi01,,1,,,0,,,2,2,1.0,,,,,,,,,4.0,,
196710160DLC,ANA,game,,Harry Dinnel,dinneha01,,1,,,0,,,0,0,,,,,,,,,,2.0,,
196710160DLC,DLC,game,,Cliff Hagan,hagancl01,,12,,,0,,,11,14,0.786,,,,,,,,,35.0,,
196710160DLC,DLC,game,,Bob Verga,vergabo01,,11,,,1,,,11,13,0.846,,,,,,,,,34.0,,
196710160DLC,DLC,game,,John Beasley,beasljo01,,11,,,0,,,3,3,1.0,,,,,,,,,25.0,,
196710160DLC,DLC,game,,Charlie Beasley,beaslch01,,4,,,0,,,8,11,0.727,,,,,,,,,16.0,,
196710160DLC,DLC,game,,Bobby Wilson,wilsobo02,,3,,,0,,,0,0,,,,,,,,,,6.0,,
196710160DLC,DLC,game,,Cincy Powell,powelci01,,2,,,0,,,0,0,,,,,,,,,,4.0,,
196710160DLC,DLC,game,,Rich Peek,peekri01,,1,,,0,,,1,2,0.5,,,,,,,,,3.0,,
196710160DLC,DLC,game,,Rubin Russell,russeru01,,1,,,1,,,0,1,0.0,,,,,,,,,3.0,,
196710160DLC,DLC,game,,Riney Lochmann,lochmri01,,1,,,0,,,0,0,,,,,,,,,,2.0,,
196710160DLC,DLC,game,,Dennis Holman,holmade01,,0,,,0,,,1,5,0.2,,,,,,,,,1.0,,
196710160DLC,DLC,game,,Carroll Hooser,hooseca01,,0,,,0,,,0,0,,,,,,,,,,0.0,,
196710170DNR,HSM,game,,Art Becker,beckear01,,10,,,0,,,3,3,1.0,,,,,,,,,23.0,,
196710170DNR,HSM,game,,Joe Hamood,hamoojo01,,7,,,0,,,7,9,0.778,,,,,,,,,21.0,,
196710170DNR,HSM,game,,Bob Riedy,riedybo01,,4,,,0,,,4,5,0.8,,,,,,,,,12.0,,
196710170DNR,HSM,game,,Guy Manning,mannigu01,,3,,,0,,,3,4,0.75,,,,,,,,,9.0,,
196710170DNR,HSM,game,,Will Frazier,fraziwi01,,3,,,0,,,2,3,0.667,,,,,,,,,8.0,,
196710170DNR,HSM,game,,Jerry Pettway,pettwje01,,3,,,0,,,1,2,0.5,,,,,,,,,7.0,,
196710170DNR,HSM,game,,Darrell Hardy,hardyda01,,0,,,0,,,6,8,0.75,,,,,,,,,6.0,,
196710170DNR,HSM,game,,Leary Lentz,lentzle01,,3,,,0,,,0,0,,,,,,,,,,6.0,,
196710170DNR,HSM,game,,Roger Schurig,schurro01,,3,,,0,,,0,0,,,,,,,,,,6.0,,
196710170DNR,HSM,game,,Hal Hale,haleha01,,2,,,0,,,0,0,,,,,,,,,,4.0,,
196710170DNR,DNR,game,,Tom Hoover,hooveto01,,7,,,0,,,8,10,0.8,,,,,,,,,22.0,,
196710170DNR,DNR,game,,Willis Thomas,thomawi01,,6,,,0,,,0,1,0.0,,,,,,,,,12.0,,
196710170DNR,DNR,game,,Chuck Gardner,gardnch01,,3,,,0,,,5,6,0.833,,,,,,,,,11.0,,
196710170DNR,DNR,game,,Julian Hammond,hammoju01,,3,,,0,,,5,5,1.0,,,,,,,,,11.0,,
196710170DNR,DNR,game,,Larry Jones,jonesla01,,4,,,0,,,1,1,1.0,,,,,,,,,9.0,,
196710170DNR,DNR,game,,Willie Murrell,murrewi01,,4,,,0,,,0,0,,,,,,,,,,8.0,,
196710170DNR,DNR,game,,Tommie Bowens,bowento01,,1,,,0,,,2,3,0.667,,,,,,,,,4.0,,
196710170DNR,DNR,game,,Grant Simmons,simmogr01,,0,,,0,,,4,4,1.0,,,,,,,,,4.0,,
196710170DNR,DNR,game,,Wayne Hightower,hightwa01,,1,,,0,,,1,2,0.5,,,,,,,,,3.0,,
196710170DNR,DNR,game,,Byron Beck,beckby01,,0,,,0,,,1,1,1.0,,,,,,,,,1.0,,
196710170DNR,DNR,game,,Ron Horn,hornro01,,0,,,0,,,0,0,,,,,,,,,,0.0,,
196710170DNR,DNR,game,,John Morrison,morrijo01,,0,,,0,,,0,0,,,,,,,,,,0.0,,
196710180INA,ANA,game,True,John Fairchild,faircjo01,,11,23.0,0.478,0,,,2,4,0.5,,,,,,,,1.0,24.0,,
196710180INA,ANA,game,True,Larry Bunce,buncela01,,7,12.0,0.583,0,,,3,4,0.75,,,13.0,,,,,3.0,17.0,,
196710180INA,ANA,game,True,Randy Stoll,stollra01,,7,12.0,0.583,0,,,1,1,1.0,,,,,,,,3.0,15.0,,
196710180INA,ANA,game,True,Steve Chubin,chubist01,,4,5.0,0.8,0,,,6,7,0.857,,,,,,,,1.0,14.0,,
196710180INA,ANA,game,True,Les Selvage,selvale01,,5,15.0,0.333,2,,,0,0,,,,,,,,,5.0,12.0,,
196710180INA,ANA,game,False,Jeff Congdon,congdje01,,4,12.0,0.333,0,,,2,3,0.667,,,,,,,,4.0,10.0,,
196710180INA,ANA,game,False,Ben Warley,warlebe01,,2,10.0,0.2,0,,,5,6,0.833,,,10.0,,,,,5.0,9.0,,
196710180INA,ANA,game,False,Bill Garner,garnebi01,,1,3.0,0.333,0,,,0,1,0.0,,,,,,,,1.0,2.0,,
196710180INA,ANA,game,False,Bob Bedell,bedelbo01,,0,0.0,,0,,,0,0,,,,,,,,,1.0,0.0,,
196710180INA,ANA,game,False,Harry Dinnel,dinneha01,,0,0.0,,0,,,0,0,,,,,,,,,0.0,0.0,,
196710180INA,INA,game,True,Freddie Lewis,lewisfr02,,9,17.0,0.529,0,,,5,5,1.0,,,9.0,,,,,2.0,23.0,,
196710180INA,INA,game,True,Roger Brown,brownro01,,5,12.0,0.417,0,,,9,13,0.692,,,12.0,,,,,2.0,19.0,,
196710180INA,INA,game,True,Bob Netolicky,netolbo01,,8,17.0,0.471,0,,,2,2,1.0,,,11.0,,,,,1.0,18.0,,
196710180INA,INA,game,True,Ollie Darden,dardeol01,,4,7.0,0.571,0,,,3,4,0.75,,,8.0,,,,,1.0,11.0,,
196710180INA,INA,game,True,Jimmy Dawson,dawsoji01,,0,5.0,0.0,0,,,1,2,0.5,,,,,,,,1.0,1.0,,
196710180INA,INA,game,False,Bobby Edmonds,edmonbo01,,3,13.0,0.231,0,,,6,7,0.857,,,9.0,,,,,3.0,12.0,,
196710180INA,INA,game,False,Jimmy Rayl,raylji01,,5,12.0,0.417,1,,,0,0,,,,,,,,,3.0,11.0,,
196710180INA,INA,game,False,Ron Bonham,bonharo01,,2,4.0,0.5,0,,,3,4,0.75,,,,,,,,1.0,7.0,,
196710180INA,INA,game,False,George Peeples,peeplge01,,1,2.0,0.5,0,,,1,6,0.167,,,,,,,,4.0,3.0,,
196710180INA,INA,game,False,Jerry Harkness,harknje01,,0,0.0,,0,,,1,1,1.0,,,,,,,,0.0,1.0,,
196710190OAK,DNR,game,,Willis Thomas,thomawi01,,10,,,0,,,3,3,1.0,,,,,,,,,23.0,,
196710190OAK,DNR,game,,Willie Murrell,murrewi01,,10,,,0,,,2,4,0.5,,,,,,,,,22.0,,
196710190OAK,DNR,game,,Julian Hammond,hammoju01,,4,,,0,,,4,6,0.667,,,,,,,,,12.0,,
196710190OAK,DNR,game,,Tom Hoover,hooveto01,,5,,,0,,,1,5,0.2,,,,,,,,,11.0,,
196710190OAK,DNR,game,,Chuck Gardner,gardnch01,,1,,,0,,,8,10,0.8,,,,,,,,,10.0,,
196710190OAK,DNR,game,,Byron Beck,beckby01,,3,,,0,,,2,4,0.5,,,,,,,,,8.0,,
196710190OAK,DNR,game,,Larry Jones,jonesla01,,3,,,0,,,2,3,0.667,,,,,,,,,8.0,,
196710190OAK,DNR,game,,Grant Simmons,simmogr01,,4,,,0,,,0,0,,,,,,,,,,8.0,,
196710190OAK,DNR,game,,Wayne Hightower,hightwa01,,1,,,0,,,0,0,,,,,,,,,,2.0,,
196710190OAK,OAK,game,,Levern Tart,tartle01,,8,,,1,,,3,3,1.0,,,,,,,,,20.0,,
196710190OAK,OAK,game,,Jim Hadnot,hadnoji01,,7,,,0,,,4,7,0.571,,,,,,,,,18.0,,
196710190OAK,OAK,game,,Andy Anderson,anderan01,,3,,,0,,,10,12,0.833,,,,,,,,,16.0,,
196710190OAK,OAK,game,,Ron Franz,franzro01,,5,,,0,,,1,2,0.5,,,,,,,,,11.0,,
196710190OAK,OAK,game,,Willie Porter,portewi01,,3,,,0,,,3,7,0.429,,,,,,,,,9.0,,
196710190OAK,OAK,game,,Mel Peterson,peterme01,,3,,,0,,,0,0,,,,,,,,,,6.0,,
196710190OAK,OAK,game,,Wes Bialosuknia,bialowe01,,2,,,0,,,1,2,0.5,,,,,,,,,5.0,,
196710190OAK,OAK,game,,Wayne Molis,moliswa01,,2,,,0,,,0,0,,,,,,,,,,4.0,,
196710190OAK,OAK,game,,Gene Wiley,wileyge01,,1,,,0,,,0,1,0.0,,,,,,,,,2.0,,
196710190OAK,OAK,game,,Steve Jones,jonesst01,,0,,,0,,,0,0,,,,,,,,,,0.0,,
196710190OAK,OAK,game,,Al Salvadori,salvaal01,,0,,,0,,,0,0,,,,,,,,,,0.0,,
196710190NOB,HSM,game,,Art Becker,beckear01,,8,,,0,,,5,5,1.0,,,,,,,,,21.0,,
196710190NOB,HSM,game,,Bob Riedy,riedybo01,,8,,,0,,,1,4,0.25,,,,,,,,,17.0,,
196710190NOB,HSM,game,,Will Frazier,fraziwi01,,5,,,0,,,3,6,0.5,,,,,,,,,13.0,,
196710190NOB,HSM,game,,Guy Manning,mannigu01,,5,,,1,,,2,5,0.4,,,,,,,,,13.0,,
196710190NOB,HSM,game,,Joe Hamood,hamoojo01,,5,,,0,,,1,1,1.0,,,,,,,,,11.0,,
196710190NOB,HSM,game,,Roger Schurig,schurro01,,4,,,0,,,3,5,0.6,,,,,,,,,11.0,,
196710190NOB,HSM,game,,Leary Lentz,lentzle01,,4,,,0,,,2,5,0.4,,,,,,,,,10.0,,
196710190NOB,HSM,game,,Jerry Pettway,pettwje01,,3,,,2,,,2,2,1.0,,,,,,,,,10.0,,
196710190NOB,HSM,game,,Hal Hale,haleha01,,1,,,0,,,2,2,1.0,,,,,,,,,4.0,,
