Game Reference,Team,Period,Starter,Player Name,Player Reference,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Reason
196710130SFW,SEA,game,,Bob Rule,rulebo01,35:00,6,15.0,0.4,,,,1,1,1.0,,,9.0,3.0,,,,2.0,13,,
196710130SFW,SEA,game,,Tom Meschery,meschto01,32:00,10,21.0,0.476,,,,6,6,1.0,,,11.0,4.0,,,,5.0,26,,
196710130SFW,SEA,game,,Walt Hazzard,abdulma01,28:00,13,24.0,0.542,,,,4,8,0.5,,,6.0,5.0,,,,0.0,30,,
196710130SFW,SEA,game,,Al Tucker,tuckeal01,26:00,5,10.0,0.5,,,,0,3,0.0,,,6.0,0.0,,,,5.0,10,,
196710130SFW,SEA,game,,Bob Weiss,weissbo01,25:00,4,10.0,0.4,,,,0,0,,,,4.0,7.0,,,,1.0,8,,
196710130SFW,SEA,game,,Tommy Kron,kronto01,21:00,3,9.0,0.333,,,,4,5,0.8,,,3.0,2.0,,,,2.0,10,,
196710130SFW,SEA,game,,Bud Olsen,olsenbu01,17:00,1,3.0,0.333,,,,0,0,,,,5.0,1.0,,,,3.0,2,,
196710130SFW,SEA,game,,Dorie Murrey,murredo01,15:00,1,4.0,0.25,,,,0,1,0.0,,,6.0,0.0,,,,0.0,2,,
196710130SFW,SEA,game,,Plummer Lott,lottpl01,14:00,1,5.0,0.2,,,,0,0,,,,2.0,1.0,,,,0.0,2,,
196710130SFW,SEA,game,,George Wilson,wilsoge01,13:00,1,5.0,0.2,,,,1,1,1.0,,,1.0,1.0,,,,1.0,3,,
196710130SFW,SEA,game,,Rod Thorn,thornro01,10:00,4,7.0,0.571,,,,0,0,,,,4.0,0.0,,,,0.0,8,,
196710130SFW,SEA,game,,Henry Akin,akinhe01,4:00,1,5.0,0.2,,,,0,0,,,,0.0,0.0,,,,0.0,2,,
196710130SFW,SFW,game,,Nate Thurmond,thurmna01,39:00,8,16.0,0.5,,,,3,4,0.75,,,28.0,2.0,,,,1.0,19,,
196710130SFW,SFW,game,,Jeff Mullins,mullije01,35:00,9,20.0,0.45,,,,2,3,0.667,,,2.0,4.0,,,,3.0,20,,
